"Year","District Code","District Name","Neighborhood Code","Neighborhood Name","Gender","Immigrants","Emigrants"
2015,1,"Ciutat Vella",1,"el Raval","Female",2118,993
2015,1,"Ciutat Vella",2,"el Barri Gòtic","Female",1038,337
2015,1,"Ciutat Vella",3,"la Barceloneta","Female",746,316
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Female",1250,520
2015,2,"Eixample",5,"el Fort Pienc","Female",1005,533
2015,2,"Eixample",6,"la Sagrada Família","Female",1722,866
2015,2,"Eixample",7,"la Dreta de l'Eixample","Female",1597,807
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Female",1493,702
2015,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Female",1844,995
2015,2,"Eixample",10,"Sant Antoni","Female",1108,645
2015,3,"Sants-Montjuïc",11,"el Poble Sec","Female",1321,902
2015,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Female",28,20
2015,3,"Sants-Montjuïc",13,"la Marina de Port","Female",674,502
2015,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Female",390,226
2015,3,"Sants-Montjuïc",15,"Hostafrancs","Female",569,324
2015,3,"Sants-Montjuïc",16,"la Bordeta","Female",451,369
2015,3,"Sants-Montjuïc",17,"Sants - Badal","Female",767,569
2015,3,"Sants-Montjuïc",18,"Sants","Female",1285,896
2015,4,"Les Corts",19,"les Corts","Female",1099,737
2015,4,"Les Corts",20,"la Maternitat i Sant Ramon","Female",714,453
2015,4,"Les Corts",21,"Pedralbes","Female",350,193
2015,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Female",121,90
2015,5,"Sarrià-Sant Gervasi",23,"Sarrià","Female",608,368
2015,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Female",396,245
2015,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Female",642,407
2015,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Female",1236,721
2015,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Female",780,429
2015,6,"Gràcia",28,"Vallcarca i els Penitents","Female",351,201
2015,6,"Gràcia",29,"el Coll","Female",195,108
2015,6,"Gràcia",30,"la Salut","Female",286,204
2015,6,"Gràcia",31,"la Vila de Gràcia","Female",1895,931
2015,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Female",863,471
2015,7,"Horta-Guinardó",33,"el Baix Guinardó","Female",618,394
2015,7,"Horta-Guinardó",34,"Can Baró","Female",197,133
2015,7,"Horta-Guinardó",35,"el Guinardó","Female",858,579
2015,7,"Horta-Guinardó",36,"la Font d'en Fargues","Female",105,105
2015,7,"Horta-Guinardó",37,"el Carmel","Female",601,507
2015,7,"Horta-Guinardó",38,"la Teixonera","Female",215,159
2015,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Female",136,123
2015,7,"Horta-Guinardó",40,"Montbau","Female",110,60
2015,7,"Horta-Guinardó",41,"la Vall d'Hebron","Female",85,53
2015,7,"Horta-Guinardó",42,"la Clota","Female",8,9
2015,7,"Horta-Guinardó",43,"Horta","Female",507,293
2015,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Female",507,344
2015,8,"Nou Barris",45,"Porta","Female",494,312
2015,8,"Nou Barris",46,"el Turó de la Peira","Female",378,261
2015,8,"Nou Barris",47,"Can Peguera","Female",24,27
2015,8,"Nou Barris",48,"la Guineueta","Female",232,196
2015,8,"Nou Barris",49,"Canyelles","Female",85,89
2015,8,"Nou Barris",50,"les Roquetes","Female",433,303
2015,8,"Nou Barris",51,"Verdun","Female",316,206
2015,8,"Nou Barris",52,"la Prosperitat","Female",564,393
2015,8,"Nou Barris",53,"la Trinitat Nova","Female",191,136
2015,8,"Nou Barris",54,"Torre Baró","Female",71,43
2015,8,"Nou Barris",55,"Ciutat Meridiana","Female",297,262
2015,8,"Nou Barris",56,"Vallbona","Female",36,21
2015,9,"Sant Andreu",57,"la Trinitat Vella","Female",287,200
2015,9,"Sant Andreu",58,"Baró de Viver","Female",49,65
2015,9,"Sant Andreu",59,"el Bon Pastor","Female",269,184
2015,9,"Sant Andreu",60,"Sant Andreu","Female",913,702
2015,9,"Sant Andreu",61,"la Sagrera","Female",628,419
2015,9,"Sant Andreu",62,"el Congrés i els Indians","Female",295,222
2015,9,"Sant Andreu",63,"Navas","Female",462,320
2015,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Female",1013,654
2015,10,"Sant Martí",65,"el Clot","Female",603,437
2015,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Female",449,263
2015,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Female",241,132
2015,10,"Sant Martí",68,"el Poblenou","Female",804,515
2015,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Female",325,216
2015,10,"Sant Martí",70,"el Besòs i el Maresme","Female",652,561
2015,10,"Sant Martí",71,"Provençals del Poblenou","Female",467,269
2015,10,"Sant Martí",72,"Sant Martí de Provençals","Female",463,363
2015,10,"Sant Martí",73,"la Verneda i la Pau","Female",564,469
2014,1,"Ciutat Vella",1,"el Raval","Male",2810,1485
2014,1,"Ciutat Vella",2,"el Barri Gòtic","Male",947,429
2014,1,"Ciutat Vella",3,"la Barceloneta","Male",704,363
2014,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Male",1175,520
2014,2,"Eixample",5,"el Fort Pienc","Male",916,491
2014,2,"Eixample",6,"la Sagrada Família","Male",1357,788
2014,2,"Eixample",7,"la Dreta de l'Eixample","Male",1319,679
2014,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Male",1303,616
2014,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Male",1594,896
2014,2,"Eixample",10,"Sant Antoni","Male",1137,624
2014,3,"Sants-Montjuïc",11,"el Poble Sec","Male",1467,981
2014,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Male",20,24
2014,3,"Sants-Montjuïc",13,"la Marina de Port","Male",710,505
2014,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Male",293,193
2014,3,"Sants-Montjuïc",15,"Hostafrancs","Male",544,405
2014,3,"Sants-Montjuïc",16,"la Bordeta","Male",455,360
2014,3,"Sants-Montjuïc",17,"Sants - Badal","Male",703,561
2014,3,"Sants-Montjuïc",18,"Sants","Male",1222,887
2014,4,"Les Corts",19,"les Corts","Male",922,647
2014,4,"Les Corts",20,"la Maternitat i Sant Ramon","Male",682,382
2014,4,"Les Corts",21,"Pedralbes","Male",349,209
2014,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Male",93,72
2014,5,"Sarrià-Sant Gervasi",23,"Sarrià","Male",510,325
2014,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Male",369,224
2014,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Male",553,321
2014,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Male",980,603
2014,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Male",693,337
2014,6,"Gràcia",28,"Vallcarca i els Penitents","Male",308,195
2014,6,"Gràcia",29,"el Coll","Male",166,104
2014,6,"Gràcia",30,"la Salut","Male",292,168
2014,6,"Gràcia",31,"la Vila de Gràcia","Male",1511,853
2014,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Male",730,490
2014,7,"Horta-Guinardó",33,"el Baix Guinardó","Male",539,362
2014,7,"Horta-Guinardó",34,"Can Baró","Male",163,127
2014,7,"Horta-Guinardó",35,"el Guinardó","Male",682,475
2014,7,"Horta-Guinardó",36,"la Font d'en Fargues","Male",106,109
2014,7,"Horta-Guinardó",37,"el Carmel","Male",524,480
2014,7,"Horta-Guinardó",38,"la Teixonera","Male",208,169
2014,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Male",109,107
2014,7,"Horta-Guinardó",40,"Montbau","Male",83,46
2014,7,"Horta-Guinardó",41,"la Vall d'Hebron","Male",95,58
2014,7,"Horta-Guinardó",42,"la Clota","Male",9,8
2014,7,"Horta-Guinardó",43,"Horta","Male",467,324
2014,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Male",473,358
2014,8,"Nou Barris",45,"Porta","Male",488,399
2014,8,"Nou Barris",46,"el Turó de la Peira","Male",328,256
2014,8,"Nou Barris",47,"Can Peguera","Male",22,46
2014,8,"Nou Barris",48,"la Guineueta","Male",186,173
2014,8,"Nou Barris",49,"Canyelles","Male",75,83
2014,8,"Nou Barris",50,"les Roquetes","Male",380,286
2014,8,"Nou Barris",51,"Verdun","Male",275,190
2014,8,"Nou Barris",52,"la Prosperitat","Male",431,364
2014,8,"Nou Barris",53,"la Trinitat Nova","Male",184,126
2014,8,"Nou Barris",54,"Torre Baró","Male",78,58
2014,8,"Nou Barris",55,"Ciutat Meridiana","Male",356,287
2014,8,"Nou Barris",56,"Vallbona","Male",29,34
2014,9,"Sant Andreu",57,"la Trinitat Vella","Male",387,311
2014,9,"Sant Andreu",58,"Baró de Viver","Male",57,76
2014,9,"Sant Andreu",59,"el Bon Pastor","Male",320,253
2014,9,"Sant Andreu",60,"Sant Andreu","Male",832,738
2014,9,"Sant Andreu",61,"la Sagrera","Male",594,490
2014,9,"Sant Andreu",62,"el Congrés i els Indians","Male",272,185
2014,9,"Sant Andreu",63,"Navas","Male",429,294
2014,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Male",888,625
2014,10,"Sant Martí",65,"el Clot","Male",579,401
2014,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Male",424,228
2014,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Male",176,138
2014,10,"Sant Martí",68,"el Poblenou","Male",847,501
2014,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Male",307,222
2014,10,"Sant Martí",70,"el Besòs i el Maresme","Male",964,635
2014,10,"Sant Martí",71,"Provençals del Poblenou","Male",432,305
2014,10,"Sant Martí",72,"Sant Martí de Provençals","Male",468,364
2014,10,"Sant Martí",73,"la Verneda i la Pau","Male",534,398
2014,1,"Ciutat Vella",1,"el Raval","Female",1877,1024
2014,1,"Ciutat Vella",2,"el Barri Gòtic","Female",791,344
2014,1,"Ciutat Vella",3,"la Barceloneta","Female",618,309
2014,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Female",1041,492
2014,2,"Eixample",5,"el Fort Pienc","Female",907,546
2014,2,"Eixample",6,"la Sagrada Família","Female",1519,892
2014,2,"Eixample",7,"la Dreta de l'Eixample","Female",1481,746
2014,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Female",1375,755
2014,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Female",1709,1047
2014,2,"Eixample",10,"Sant Antoni","Female",1051,687
2014,3,"Sants-Montjuïc",11,"el Poble Sec","Female",1199,856
2014,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Female",17,28
2014,3,"Sants-Montjuïc",13,"la Marina de Port","Female",628,524
2014,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Female",280,170
2014,3,"Sants-Montjuïc",15,"Hostafrancs","Female",535,381
2014,3,"Sants-Montjuïc",16,"la Bordeta","Female",433,330
2014,3,"Sants-Montjuïc",17,"Sants - Badal","Female",688,604
2014,3,"Sants-Montjuïc",18,"Sants","Female",1203,843
2014,4,"Les Corts",19,"les Corts","Female",1054,686
2014,4,"Les Corts",20,"la Maternitat i Sant Ramon","Female",696,409
2014,4,"Les Corts",21,"Pedralbes","Female",328,194
2014,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Female",110,74
2014,5,"Sarrià-Sant Gervasi",23,"Sarrià","Female",558,393
2014,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Female",402,218
2014,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Female",565,354
2014,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Female",1129,682
2014,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Female",710,397
2014,6,"Gràcia",28,"Vallcarca i els Penitents","Female",328,217
2014,6,"Gràcia",29,"el Coll","Female",186,90
2014,6,"Gràcia",30,"la Salut","Female",302,178
2014,6,"Gràcia",31,"la Vila de Gràcia","Female",1666,859
2014,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Female",740,485
2014,7,"Horta-Guinardó",33,"el Baix Guinardó","Female",508,378
2014,7,"Horta-Guinardó",34,"Can Baró","Female",181,136
2014,7,"Horta-Guinardó",35,"el Guinardó","Female",730,544
2014,7,"Horta-Guinardó",36,"la Font d'en Fargues","Female",112,104
2014,7,"Horta-Guinardó",37,"el Carmel","Female",523,436
2014,7,"Horta-Guinardó",38,"la Teixonera","Female",216,164
2014,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Female",113,104
2014,7,"Horta-Guinardó",40,"Montbau","Female",98,59
2014,7,"Horta-Guinardó",41,"la Vall d'Hebron","Female",83,63
2014,7,"Horta-Guinardó",42,"la Clota","Female",5,9
2014,7,"Horta-Guinardó",43,"Horta","Female",487,330
2014,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Female",486,391
2014,8,"Nou Barris",45,"Porta","Female",478,373
2014,8,"Nou Barris",46,"el Turó de la Peira","Female",383,310
2014,8,"Nou Barris",47,"Can Peguera","Female",23,45
2014,8,"Nou Barris",48,"la Guineueta","Female",237,191
2014,8,"Nou Barris",49,"Canyelles","Female",70,73
2014,8,"Nou Barris",50,"les Roquetes","Female",422,309
2014,8,"Nou Barris",51,"Verdun","Female",320,224
2014,8,"Nou Barris",52,"la Prosperitat","Female",459,394
2014,8,"Nou Barris",53,"la Trinitat Nova","Female",148,126
2014,8,"Nou Barris",54,"Torre Baró","Female",57,60
2014,8,"Nou Barris",55,"Ciutat Meridiana","Female",326,251
2014,8,"Nou Barris",56,"Vallbona","Female",35,36
2014,9,"Sant Andreu",57,"la Trinitat Vella","Female",262,247
2014,9,"Sant Andreu",58,"Baró de Viver","Female",56,77
2014,9,"Sant Andreu",59,"el Bon Pastor","Female",252,227
2014,9,"Sant Andreu",60,"Sant Andreu","Female",892,716
2014,9,"Sant Andreu",61,"la Sagrera","Female",663,470
2014,9,"Sant Andreu",62,"el Congrés i els Indians","Female",299,206
2014,9,"Sant Andreu",63,"Navas","Female",460,335
2014,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Female",956,651
2014,10,"Sant Martí",65,"el Clot","Female",584,409
2014,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Female",372,227
2014,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Female",190,116
2014,10,"Sant Martí",68,"el Poblenou","Female",730,507
2014,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Female",302,206
2014,10,"Sant Martí",70,"el Besòs i el Maresme","Female",648,455
2014,10,"Sant Martí",71,"Provençals del Poblenou","Female",410,305
2014,10,"Sant Martí",72,"Sant Martí de Provençals","Female",496,355
2014,10,"Sant Martí",73,"la Verneda i la Pau","Female",562,426
2013,1,"Ciutat Vella",1,"el Raval","Male",2817,1485
2013,1,"Ciutat Vella",2,"el Barri Gòtic","Male",921,429
2013,1,"Ciutat Vella",3,"la Barceloneta","Male",665,363
2013,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Male",943,520
2013,2,"Eixample",5,"el Fort Pienc","Male",782,491
2013,2,"Eixample",6,"la Sagrada Família","Male",1173,788
2013,2,"Eixample",7,"la Dreta de l'Eixample","Male",1103,679
2013,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Male",1200,616
2013,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Male",1477,896
2013,2,"Eixample",10,"Sant Antoni","Male",1002,624
2013,3,"Sants-Montjuïc",11,"el Poble Sec","Male",1361,981
2013,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Male",20,24
2013,3,"Sants-Montjuïc",13,"la Marina de Port","Male",614,505
2013,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Male",302,193
2013,3,"Sants-Montjuïc",15,"Hostafrancs","Male",499,405
2013,3,"Sants-Montjuïc",16,"la Bordeta","Male",437,360
2013,3,"Sants-Montjuïc",17,"Sants - Badal","Male",686,561
2013,3,"Sants-Montjuïc",18,"Sants","Male",1145,887
2013,4,"Les Corts",19,"les Corts","Male",942,647
2013,4,"Les Corts",20,"la Maternitat i Sant Ramon","Male",540,382
2013,4,"Les Corts",21,"Pedralbes","Male",316,209
2013,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Male",74,72
2013,5,"Sarrià-Sant Gervasi",23,"Sarrià","Male",468,325
2013,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Male",374,224
2013,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Male",474,321
2013,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Male",828,603
2013,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Male",537,337
2013,6,"Gràcia",28,"Vallcarca i els Penitents","Male",287,195
2013,6,"Gràcia",29,"el Coll","Male",140,104
2013,6,"Gràcia",30,"la Salut","Male",239,168
2013,6,"Gràcia",31,"la Vila de Gràcia","Male",1324,853
2013,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Male",622,490
2013,7,"Horta-Guinardó",33,"el Baix Guinardó","Male",476,362
2013,7,"Horta-Guinardó",34,"Can Baró","Male",165,127
2013,7,"Horta-Guinardó",35,"el Guinardó","Male",618,475
2013,7,"Horta-Guinardó",36,"la Font d'en Fargues","Male",102,109
2013,7,"Horta-Guinardó",37,"el Carmel","Male",574,480
2013,7,"Horta-Guinardó",38,"la Teixonera","Male",195,169
2013,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Male",120,107
2013,7,"Horta-Guinardó",40,"Montbau","Male",99,46
2013,7,"Horta-Guinardó",41,"la Vall d'Hebron","Male",88,58
2013,7,"Horta-Guinardó",42,"la Clota","Male",12,8
2013,7,"Horta-Guinardó",43,"Horta","Male",468,324
2013,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Male",438,358
2013,8,"Nou Barris",45,"Porta","Male",443,399
2013,8,"Nou Barris",46,"el Turó de la Peira","Male",351,256
2013,8,"Nou Barris",47,"Can Peguera","Male",49,46
2013,8,"Nou Barris",48,"la Guineueta","Male",177,173
2013,8,"Nou Barris",49,"Canyelles","Male",82,83
2013,8,"Nou Barris",50,"les Roquetes","Male",376,286
2013,8,"Nou Barris",51,"Verdun","Male",249,190
2013,8,"Nou Barris",52,"la Prosperitat","Male",458,364
2013,8,"Nou Barris",53,"la Trinitat Nova","Male",162,126
2013,8,"Nou Barris",54,"Torre Baró","Male",68,58
2013,8,"Nou Barris",55,"Ciutat Meridiana","Male",389,287
2013,8,"Nou Barris",56,"Vallbona","Male",21,34
2013,9,"Sant Andreu",57,"la Trinitat Vella","Male",387,311
2013,9,"Sant Andreu",58,"Baró de Viver","Male",84,76
2013,9,"Sant Andreu",59,"el Bon Pastor","Male",289,253
2013,9,"Sant Andreu",60,"Sant Andreu","Male",770,738
2013,9,"Sant Andreu",61,"la Sagrera","Male",550,490
2013,9,"Sant Andreu",62,"el Congrés i els Indians","Male",239,185
2013,9,"Sant Andreu",63,"Navas","Male",361,294
2013,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Male",829,625
2013,10,"Sant Martí",65,"el Clot","Male",542,401
2013,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Male",435,228
2013,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Male",175,138
2013,10,"Sant Martí",68,"el Poblenou","Male",718,501
2013,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Male",273,222
2013,10,"Sant Martí",70,"el Besòs i el Maresme","Male",894,635
2013,10,"Sant Martí",71,"Provençals del Poblenou","Male",370,305
2013,10,"Sant Martí",72,"Sant Martí de Provençals","Male",464,364
2013,10,"Sant Martí",73,"la Verneda i la Pau","Male",475,398
2013,1,"Ciutat Vella",1,"el Raval","Female",1716,1024
2013,1,"Ciutat Vella",2,"el Barri Gòtic","Female",751,344
2013,1,"Ciutat Vella",3,"la Barceloneta","Female",540,309
2013,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Female",882,492
2013,2,"Eixample",5,"el Fort Pienc","Female",815,546
2013,2,"Eixample",6,"la Sagrada Família","Female",1359,892
2013,2,"Eixample",7,"la Dreta de l'Eixample","Female",1240,746
2013,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Female",1272,755
2013,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Female",1520,1047
2013,2,"Eixample",10,"Sant Antoni","Female",997,687
2013,3,"Sants-Montjuïc",11,"el Poble Sec","Female",1097,856
2013,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Female",17,28
2013,3,"Sants-Montjuïc",13,"la Marina de Port","Female",600,524
2013,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Female",297,170
2013,3,"Sants-Montjuïc",15,"Hostafrancs","Female",466,381
2013,3,"Sants-Montjuïc",16,"la Bordeta","Female",423,330
2013,3,"Sants-Montjuïc",17,"Sants - Badal","Female",715,604
2013,3,"Sants-Montjuïc",18,"Sants","Female",1084,843
2013,4,"Les Corts",19,"les Corts","Female",973,686
2013,4,"Les Corts",20,"la Maternitat i Sant Ramon","Female",605,409
2013,4,"Les Corts",21,"Pedralbes","Female",309,194
2013,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Female",79,74
2013,5,"Sarrià-Sant Gervasi",23,"Sarrià","Female",527,393
2013,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Female",370,218
2013,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Female",547,354
2013,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Female",961,682
2013,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Female",644,397
2013,6,"Gràcia",28,"Vallcarca i els Penitents","Female",304,217
2013,6,"Gràcia",29,"el Coll","Female",159,90
2013,6,"Gràcia",30,"la Salut","Female",283,178
2013,6,"Gràcia",31,"la Vila de Gràcia","Female",1527,859
2013,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Female",710,485
2013,7,"Horta-Guinardó",33,"el Baix Guinardó","Female",519,378
2013,7,"Horta-Guinardó",34,"Can Baró","Female",175,136
2013,7,"Horta-Guinardó",35,"el Guinardó","Female",706,544
2013,7,"Horta-Guinardó",36,"la Font d'en Fargues","Female",105,104
2013,7,"Horta-Guinardó",37,"el Carmel","Female",535,436
2013,7,"Horta-Guinardó",38,"la Teixonera","Female",203,164
2013,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Female",161,104
2013,7,"Horta-Guinardó",40,"Montbau","Female",130,59
2013,7,"Horta-Guinardó",41,"la Vall d'Hebron","Female",86,63
2013,7,"Horta-Guinardó",42,"la Clota","Female",7,9
2013,7,"Horta-Guinardó",43,"Horta","Female",462,330
2013,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Female",421,391
2013,8,"Nou Barris",45,"Porta","Female",464,373
2013,8,"Nou Barris",46,"el Turó de la Peira","Female",381,310
2013,8,"Nou Barris",47,"Can Peguera","Female",39,45
2013,8,"Nou Barris",48,"la Guineueta","Female",217,191
2013,8,"Nou Barris",49,"Canyelles","Female",68,73
2013,8,"Nou Barris",50,"les Roquetes","Female",338,309
2013,8,"Nou Barris",51,"Verdun","Female",285,224
2013,8,"Nou Barris",52,"la Prosperitat","Female",469,394
2013,8,"Nou Barris",53,"la Trinitat Nova","Female",164,126
2013,8,"Nou Barris",54,"Torre Baró","Female",64,60
2013,8,"Nou Barris",55,"Ciutat Meridiana","Female",326,251
2013,8,"Nou Barris",56,"Vallbona","Female",32,36
2013,9,"Sant Andreu",57,"la Trinitat Vella","Female",290,247
2013,9,"Sant Andreu",58,"Baró de Viver","Female",77,77
2013,9,"Sant Andreu",59,"el Bon Pastor","Female",237,227
2013,9,"Sant Andreu",60,"Sant Andreu","Female",830,716
2013,9,"Sant Andreu",61,"la Sagrera","Female",545,470
2013,9,"Sant Andreu",62,"el Congrés i els Indians","Female",258,206
2013,9,"Sant Andreu",63,"Navas","Female",407,335
2013,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Female",856,651
2013,10,"Sant Martí",65,"el Clot","Female",539,409
2013,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Female",404,227
2013,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Female",189,116
2013,10,"Sant Martí",68,"el Poblenou","Female",691,507
2013,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Female",261,206
2013,10,"Sant Martí",70,"el Besòs i el Maresme","Female",568,455
2013,10,"Sant Martí",71,"Provençals del Poblenou","Female",360,305
2013,10,"Sant Martí",72,"Sant Martí de Provençals","Female",446,355
2013,10,"Sant Martí",73,"la Verneda i la Pau","Female",505,426
