"Code","Transport","Longitude","Latitude","Station","District.Name","Neighborhood.Name"
"K001","Underground",2.19105,41.436433,"METRO (L1) - SANT ANDREU (Pl. d'Orfila)-","Sant Andreu","Sant Andreu"
"K001","Underground",2.187202,41.410828,"METRO (L1) - CLOT (C. de València)-","Sant Martí","el Clot"
"K001","Underground",2.100569,41.363695,"METRO (L1) - RAMBLA JUST OLIVERAS-","",""
"K002","Railway (FGC)",2.151636,41.399679,"FGC - GRÀCIA (C. de Marià Cubí)-","Sarrià-Sant Gervasi","Sant Gervasi - Galvany"
"K008","Maritime station",2.173815,41.364315,"Estació Marítima Grimaldi Lines","Sants-Montjuïc","la Marina del Prat Vermell"
"K003","RENFE",2.147997,41.492347,"RENFE - CERDANYOLA DEL VALLÈS-","",""
"K002","Railway (FGC)",2.124523,41.39935,"FGC - SARRIÀ-","Sarrià-Sant Gervasi","Sarrià"
"K002","Railway (FGC)",2.130463,41.361391,"FGC - ILDEFONS CERDÀ-","",""
"K001","Underground",2.15988,41.375147,"METRO (L3) - POBLE SEC-","Eixample","Sant Antoni"
"K011","Tram",2.22531,41.427474,"TRAMVIA (T5) - SANT JOAN BAPTISTA-","",""
"K001","Underground",2.217105,41.414575,"METRO (L4) - BESÒS MAR (C. d'Alfons el Magnànim)-","Sant Martí","el Besòs i el Maresme"
"K002","Railway (FGC)",2.125789,41.398544,"FGC - SARRIÀ-","Sarrià-Sant Gervasi","les Tres Torres"
"K001","Underground",2.169507,41.387625,"METRO (L1) - CATALUNYA-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.171017,41.462556,"METRO (L11) - CAN CUIÀS (C. Circumval·lació - Montcada)-","",""
"K001","Underground",2.164871,41.392581,"METRO (L3) - PASSEIG DE GRÀCIA (Pg. de Gràcia)-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.157649,41.393362,"FGC (L6,L7) - PROVENÇA (C. del Rossellò)-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.137173,41.410227,"FGC (L7) - AVINGUDA DEL TIBIDABO-","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova"
"K001","Underground",2.169598,41.385842,"FGC (L6,L7) - CATALUNYA (C. de Pelai)-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.174437,41.416378,"METRO (L4) - HOSPITAL DE SANT PAU-GUINARDÓ (C. Sant Quintí)-","Horta-Guinardó","el Guinardó"
"K002","Railway (FGC)",2.169598,41.385842,"FGC - CATALUNYA (C. de Pelai)-","Eixample","la Dreta de l'Eixample"
"K002","Railway (FGC)",2.142852,41.398976,"FGC - MUNTANER-","Sarrià-Sant Gervasi","Sant Gervasi - Galvany"
"K002","Railway (FGC)",2.152507,41.399554,"FGC - GRÀCIA-","Gràcia","la Vila de Gràcia"
"K001","Underground",2.110681,41.368521,"METRO (L1) - FLORIDA-","",""
"K001","Underground",2.21861,41.451596,"METRO (L1) - FONDO-","",""
"K001","Underground",2.16414,41.384844,"METRO (L2) - UNIVERSITAT (Rda. de Sant Antoni)-","Ciutat Vella","el Raval"
"K001","Underground",2.169571,41.385366,"METRO (L3) - CATALUNYA (C. de Pelai)-","Ciutat Vella","el Raval"
"K001","Underground",2.147496,41.435235,"METRO (L3) - MUNDET-","Horta-Guinardó","Montbau"
"K001","Underground",2.163699,41.385021,"METRO (L2) - UNIVERSITAT (C. d'Aribau)-","Eixample","Sant Antoni"
"K001","Underground",2.149572,41.40611,"METRO (L3) - LESSEPS (Rda. Gral. Mitre)-","Sarrià-Sant Gervasi","el Putxet i el Farró"
"K001","Underground",2.117869,41.386116,"METRO (L3) - PALAU REIAL (Av. Diagonal)-","Les Corts","Pedralbes"
"K001","Underground",2.158237,41.382056,"METRO (L1) - URGELL (Gv. Corts Catalanes)-","Eixample","la Nova Esquerra de l'Eixample"
"K001","Underground",2.158742,41.429811,"METRO (L5) - HORTA (Bda. de la Plana)-","Horta-Guinardó","Horta"
"K001","Underground",2.139294,41.379699,"METRO (L5) - SANTS ESTACIÓ-","Sants-Montjuïc","Sants"
"K001","Underground",2.174603,41.430476,"METRO (L5) - VIRREI AMAT (C. del Doctor Pi i Molist)-","Nou Barris","el Turó de la Peira"
"K011","Tram",2.214952,41.41033,"TRAMVIA (T4) - DIAGONAL MAR-","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou"
"K001","Underground",2.150171,41.374826,"METRO (L3) - ESPANYA (Av. del Paral.lel)-","Sants-Montjuïc","el Poble-sec"
"K001","Underground",2.169492,41.38757,"METRO (L1) - CATALUNYA (Pl. de Catalunya)-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.210131,41.444246,"METRO (L9) - CAN PEIXAUET-","",""
"K001","Underground",2.173877,41.404117,"METRO (L5) - SAGRADA FAMÍLIA-","Eixample","la Sagrada Família"
"K001","Underground",2.165196,41.441671,"METRO (L3) - CANYELLES (Federico García Lorca)-","Nou Barris","Canyelles"
"K011","Tram",2.188338,41.390398,"TRAMVIA (T4) - WELLINGTON-","Sant Martí","la Vila Olímpica del Poblenou"
"K011","Tram",2.129309,41.415431,"TRAMVIA BLAU - AV. TIBIDABO (Parc Municipal Font Racó - Tornada)-","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova"
"K011","Tram",2.204513,41.416358,"TRAMVIA (T5, T6) - SANT MARTÍ DE PROVENÇALS-","Sant Martí","Provençals del Poblenou"
"K010","Cableway",2.187919,41.373235,"Transbordador del Port - Sant Sebastià-","Ciutat Vella","la Barceloneta"
"K010","Cableway",2.1725,41.371019,"Transbordador del Port - Miramar-","Sants-Montjuïc","el Poble-sec"
"K009","Funicular",2.119395,41.42128,"Funicular TIBIDABO - superior-","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes"
"K008","Maritime station",2.183611,41.374828,"Terminal Marítima Maremàgnum-","",""
"K008","Maritime station",2.178681,41.37385,"Estació Marítima DRASSANES-","",""
"K001","Underground",2.107033,41.37329,"METRO (L5) - PUBILLA CASES-","",""
"K001","Underground",2.181742,41.415335,"METRO (L5) - CAMP DE L'ARPA (C. de la Indústria)-","Sant Martí","el Camp de l'Arpa del Clot"
"K001","Underground",2.170075,41.385531,"METRO (L3) - CATALUNYA (la Rambla)-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.146075,41.384981,"METRO (L5) - ENTENÇA (C. de Rocafort)-","Eixample","la Nova Esquerra de l'Eixample"
"K001","Underground",2.163315,41.406523,"METRO (L4) - JOANIC-","Gràcia","el Camp d'en Grassot i Gràcia Nova"
"K001","Underground",2.165242,41.392217,"METRO (L3) - PASSEIG DE GRÀCIA (C. d'Aragó)-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.172794,41.381722,"METRO (L3) - LICEU (La Rambla)-","Ciutat Vella","el Raval"
"K001","Underground",2.170718,41.375079,"METRO (L3) - PARAL·LEL-","Ciutat Vella","el Raval"
"K004","Airport train",2.115466,41.354367,"Tren AEROPORT - BELLVITGE-","",""
"K003","RENFE",2.060314,41.368661,"RENFE - ST. JOAN DESPÍ-","",""
"K003","RENFE",2.185163,41.484284,"RENFE - MONTCADA I REIXAC-MANRESA-","",""
"K011","Tram",2.136412,41.390505,"TRAMVIA (T1,T2,T3) - L'ILLA-","Les Corts","les Corts"
"K001","Underground",2.174157,41.387564,"METRO (L4) - URQUINAONA (Via Laietana)-","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera"
"K001","Underground",2.196179,41.415594,"METRO (L2) - BAC DE RODA (Rambla Guipúscoa)-","Sant Martí","Sant Martí de Provençals"
"K001","Underground",2.145606,41.384454,"METRO (L5) - ENTENÇA-","Eixample","la Nova Esquerra de l'Eixample"
"K001","Underground",2.164453,41.392328,"METRO (L3) - PASSEIG DE GRÀCIA (Pg. de Gràcia)-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.126304,41.388204,"METRO (L3) - MARIA CRISTINA-","Les Corts","Pedralbes"
"K001","Underground",2.091263,41.366148,"METRO (L5) - CAN BOIXERES-","",""
"K001","Underground",2.125579,41.375701,"METRO (L5) - BADAL (C. d'Arizala)-","Sants-Montjuïc","Sants - Badal"
"K001","Underground",2.173953,41.437178,"METRO (L4) - LLUCMAJOR (Pl. del Jardins d'Alfàbia)-","Nou Barris","Porta"
"K001","Underground",2.13548,41.375444,"METRO (L5) - PLAÇA DE SANTS-","Sants-Montjuïc","Sants"
"K001","Underground",2.166728,41.398769,"METRO (L5) - VERDAGUER-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.144952,41.384126,"METRO (L5) - ENTENÇA (C. d'Entença)-","Eixample","la Nova Esquerra de l'Eixample"
"K001","Underground",2.150142,41.420977,"METRO (L5) - EL COLL / LA TEIXONERA (C. de Batet)-","Horta-Guinardó","el Carmel"
"K001","Underground",2.174004,41.389109,"METRO (L1) - URQUINAONA (C. Jonqueres)-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.195092,41.414799,"METRO (L2) - BAC DE RODA (Rambla Guipúscoa)-","Sant Martí","Sant Martí de Provençals"
"K001","Underground",2.130847,41.38397,"METRO (L3) - LES CORTS (C. de Joan Güell)-","Les Corts","les Corts"
"K001","Underground",2.234241,41.440358,"METRO (L10) - GORG-","",""
"K001","Underground",2.150391,41.406599,"METRO (L3) - LESSEPS-","Gràcia","la Vila de Gràcia"
"K001","Underground",2.168228,41.375231,"METRO (L2) - PARAL·LEL (Av. de Paral.lel)-","Ciutat Vella","el Raval"
"K001","Underground",2.180037,41.400087,"METRO (L2) - MONUMENTAL-","Eixample","el Fort Pienc"
"K001","Underground",2.163172,41.380689,"METRO (L2) - SANT ANTONI (C. de Villarroel)-","Eixample","Sant Antoni"
"K001","Underground",2.190665,41.443807,"METRO (L1) - TORRAS I BAGES-","Sant Andreu","Sant Andreu"
"K001","Underground",2.139256,41.406043,"FGC (L7) - EL PUTXET-","Sarrià-Sant Gervasi","el Putxet i el Farró"
"K001","Underground",2.139529,41.405442,"FGC (L7) - EL PUTXET-","Sarrià-Sant Gervasi","el Putxet i el Farró"
"K001","Underground",2.110396,41.367873,"METRO (L1) - FLORIDA-","",""
"K001","Underground",2.170083,41.374728,"METRO (L3) - PARAL·LEL (Av. de Paral.lel)-","Sants-Montjuïc","el Poble-sec"
"K001","Underground",2.210317,41.420291,"METRO (L4) - BESÒS-","Sant Martí","el Besòs i el Maresme"
"K001","Underground",2.145257,41.43056,"METRO (L3) - MONTBAU (Ronda de Dalt)-","Horta-Guinardó","la Vall d'Hebron"
"K001","Underground",2.145191,41.430847,"METRO (L3) - MONTBAU-","Horta-Guinardó","la Vall d'Hebron"
"K001","Underground",2.156392,41.437571,"METRO (L3) - VALLDAURA-","Horta-Guinardó","Horta"
"K002","Railway (FGC)",2.025086,41.369224,"FGC - SANTA COLOMA DE CERVELLÓ-","",""
"K001","Underground",2.142019,41.381157,"METRO (L3) - SANTS ESTACIÓ (Av. de Josep Tarradellas)-","Sants-Montjuïc","Sants"
"K002","Railway (FGC)",2.125369,41.357005,"FGC - EUROPA / FIRA-","",""
"K011","Tram",2.221856,41.422595,"TRAMVIA (T5) - LA CATALANA-","",""
"K011","Tram",2.186968,41.397311,"TRAMVIA (T4) - AUDITORI-TEATRE NACIONAL-","Sant Martí","el Parc i la Llacuna del Poblenou"
"K011","Tram",2.186918,41.39407,"TRAMVIA (T4) - MARINA-","Sant Martí","el Parc i la Llacuna del Poblenou"
"K008","Maritime station",2.175151,41.368042,"Terminal Marítima Sant Bertran *Ferris","Sants-Montjuïc","la Marina del Prat Vermell"
"K001","Underground",2.129175,41.369127,"METRO (L1) - SANTA EULÀLIA-","",""
"K001","Underground",2.183324,41.430459,"METRO (L1) - FABRA I PUIG-","Sant Andreu","Sant Andreu"
"K004","Airport train",2.188597,41.409995,"Tren AEROPORT - CLOT-","Sant Martí","el Clot"
"K001","Underground",2.13168,41.360962,"FGC (L8) - ILDEFONS CERDÀ-","",""
"K001","Underground",2.154406,41.378685,"METRO (L1) - ROCAFORT (C. de Rocafort)-","Eixample","Sant Antoni"
"K001","Underground",2.134546,41.374172,"METRO (L1) - MERCAT NOU (C. dels Jocs Florals)-","Sants-Montjuïc","Sants"
"K001","Underground",2.148309,41.375344,"METRO (L1) - ESPANYA (C. de la Creu Coberta)-","Sants-Montjuïc","Hostafrancs"
"K002","Railway (FGC)",2.157956,41.392909,"FGC - PROVENÇA-","Eixample","l'Antiga Esquerra de l'Eixample"
"K002","Railway (FGC)",2.110914,41.409282,"FGC - PEU FUNICULAR-","Sarrià-Sant Gervasi","Sarrià"
"K011","Tram",2.121492,41.386718,"TRAMVIA (T1,T2,T3) - PIUS XII-","Les Corts","la Maternitat i Sant Ramon"
"K001","Underground",2.193327,41.38792,"METRO (L4) - CIUTADELLA - VILA OLÍMPICA (Parc de Carles I)-","Sant Martí","la Vila Olímpica del Poblenou"
"K001","Underground",2.192179,41.395239,"METRO (L4) - BOGATELL-","Sant Martí","el Parc i la Llacuna del Poblenou"
"K001","Underground",2.146052,41.378249,"METRO (L3) - TARRAGONA (C. d'Aragó)-","Eixample","la Nova Esquerra de l'Eixample"
"K002","Railway (FGC)",2.147573,41.401403,"FGC - PLAÇA MOLINA<center>-","Sarrià-Sant Gervasi","el Putxet i el Farró"
"K001","Underground",2.142754,41.398631,"FGC (L6) - MUNTANER-","Sarrià-Sant Gervasi","Sant Gervasi - Galvany"
"K001","Underground",2.18058,41.459194,"METRO (L11) - TORRE BARÓ - VALLBONA (C. Esculapi Càncer)-","Nou Barris","Torre Baró"
"K001","Underground",2.135114,41.397895,"FGC (L6) - LA BONANOVA-","Sarrià-Sant Gervasi","Sant Gervasi - Galvany"
"K001","Underground",2.186579,41.422021,"METRO (L5) - LA SAGRERA (Av. Meridiana)-","Sant Andreu","la Sagrera"
"K001","Underground",2.144863,41.411461,"METRO (L3) - VALLCARCA (Jardins Manuel Blancafort)-","Gràcia","Vallcarca i els Penitents"
"K002","Railway (FGC)",2.118699,41.398423,"FGC - REINA ELISENDA (Sortida J. V. Foix)-","Sarrià-Sant Gervasi","Sarrià"
"K001","Underground",2.140542,41.382298,"METRO (L3) - SANTS ESTACIÓ (Jardins de Màlaga)-","Sants-Montjuïc","Sants"
"K001","Underground",2.183628,41.430467,"METRO (L1) - FABRA I PUIG (Pg. de Fabra i Puig)-","Sant Andreu","Sant Andreu"
"K001","Underground",2.163474,41.385403,"METRO (L1) - UNIVERSITAT (Pl. de la Universitat)-","Eixample","Sant Antoni"
"K001","Underground",2.176443,41.3772,"METRO (L3) - DRASSANES (La Rambla)-","Ciutat Vella","el Raval"
"K001","Underground",2.099718,41.36366,"METRO (L1) - RAMBLA JUST OLIVERAS-","",""
"K001","Underground",2.079,41.35807,"METRO (L5) - GAVARRA-","",""
"K001","Underground",2.176264,41.411214,"METRO (L5) - SANT PAU-DOS DE MAIG (C. del Dos de Maig)-","Eixample","la Sagrada Família"
"K001","Underground",2.200601,41.419306,"METRO (L2) - SANT MARTÍ-","Sant Martí","Sant Martí de Provençals"
"K001","Underground",2.207416,41.451058,"METRO (L1) - SANTA COLOMA-","",""
"K001","Underground",2.130828,41.397781,"FGC (L6) - LES TRES TORRES-","Sarrià-Sant Gervasi","les Tres Torres"
"K001","Underground",2.152429,41.400039,"FGC (L6,L7) - GRÀCIA (Pl. de Gal·la Placídia)-","Gràcia","la Vila de Gràcia"
"K001","Underground",2.135502,41.397638,"FGC (L6) - LA BONANOVA-","Sarrià-Sant Gervasi","Sant Gervasi - Galvany"
"K001","Underground",2.166353,41.441845,"METRO (L3) - CANYELLES (Parc de Josep Maria Serra Martí)-","Nou Barris","Canyelles"
"K001","Underground",2.16701,41.430319,"METRO (L5) - VILAPICINA (Pg. de Fabra i Puig)-","Nou Barris","Vilapicina i la Torre Llobeta"
"K011","Tram",2.118294,41.385874,"TRAMVIA (T1,T2,T3) - PALAU REIAL-","Les Corts","la Maternitat i Sant Ramon"
"K011","Tram",2.188532,41.404209,"TRAMVIA (T5, T6) - LA FARINERA-","Sant Martí","el Parc i la Llacuna del Poblenou"
"K011","Tram",2.227764,41.434948,"TRAMVIA (T5) - SANT ROC-","",""
"K011","Tram",2.209864,41.409066,"TRAMVIA (T4) - SELVA DE MAR-","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou"
"K010","Cableway",2.166135,41.364048,"Telefèric de Montjuïc - Castell-","Sants-Montjuïc","el Poble-sec"
"K009","Funicular",2.13157,41.41616,"Funicular TIBIDABO - inferior-","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova"
"K008","Maritime station",2.179532,41.360585,"Estació Marítima C-","",""
"K008","Maritime station",2.176803,41.367586,"Terminal GÉNOVA-","",""
"K008","Maritime station",2.181059,41.363071,"Estació Marítima A-","",""
"K003","RENFE",2.193312,41.435959,"RENFE - SANT ANDREU COMTAL-","Sant Andreu","Sant Andreu"
"K001","Underground",2.184187,41.449312,"METRO (L3) - TRINITAT NOVA (Chafarinas)-","Nou Barris","la Trinitat Nova"
"K001","Underground",2.145225,41.378805,"METRO (L3) - TARRAGONA (C. de Tarragona)-","Eixample","la Nova Esquerra de l'Eixample"
"K001","Underground",2.144456,41.378852,"METRO (L3) - TARRAGONA (C. del Elisi)-","Sants-Montjuïc","Hostafrancs"
"K001","Underground",2.170859,41.394823,"METRO (L4) - GIRONA (C. Consell de Cent)-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.167682,41.389615,"METRO (L4) - PASSEIG DE GRÀCIA-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.18295,41.449264,"METRO (L3,L4,L11) - TRINITAT NOVA (Pedrosa)-","Nou Barris","la Trinitat Nova"
"K001","Underground",2.205987,41.423471,"METRO (L2,L4) - LA PAU (L2 i L4) (Rambla de Guipúscoa)-","Sant Martí","la Verneda i la Pau"
"K001","Underground",2.174241,41.416004,"METRO (L4) - HOSPITAL DE SANT PAU-GUINARDÓ (C. del Mas Casanovas)-","Horta-Guinardó","el Guinardó"
"K003","RENFE",2.188413,41.484611,"RENFE - MONTCADA I REIXAC-","",""
"K003","RENFE",2.048073,41.383079,"RENFE - ST. FELIU DE LLOBREGAT-","",""
"K003","RENFE",2.100702,41.364252,"RENFE - L'HOSPITALET DE LLOBREGAT-","",""
"K001","Underground",2.143991,41.375292,"METRO (L1) - HOSTAFRANCS-","Sants-Montjuïc","Hostafrancs"
"K001","Underground",2.186897,41.421556,"METRO (L5) - LA SAGRERA-","Sant Andreu","la Sagrera"
"K001","Underground",2.165646,41.391351,"METRO (L3) - PASSEIG DE GRÀCIA (C. del Consell de Cent)-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.216803,41.433879,"METRO (L2) - ARTIGUES-SANT ADRIÀ-","",""
"K001","Underground",2.099888,41.371578,"METRO (L5) - CAN VIDALET-","",""
"K001","Underground",2.181609,41.423528,"METRO (L5) - CONGRÉS-","Sant Andreu","el Congrés i els Indians"
"K001","Underground",2.150301,41.37516,"METRO (L3) - ESPANYA-","Eixample","Sant Antoni"
"K001","Underground",2.156073,41.425418,"METRO (L5) - EL CARMEL (Pl. de Pastrana)-","Horta-Guinardó","el Carmel"
"K001","Underground",2.084574,41.36329,"METRO (L5) - SANT ILDEFONS-","",""
"K001","Underground",2.078904,41.357707,"METRO (L5) - GAVARRA-","",""
"K001","Underground",2.17309,41.38952,"METRO (L1) - URQUINAONA-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.201262,41.419459,"METRO (L2) - SANT MARTÍ (Rambla Guipúscoa)-","Sant Martí","Sant Martí de Provençals"
"K001","Underground",2.190338,41.444154,"METRO (L1) - TORRAS I BAGES (Pg. de Torras i Bages)-","Sant Andreu","Sant Andreu"
"K001","Underground",2.109898,41.351527,"METRO (L1) - BELLVITGE-","",""
"K001","Underground",2.148628,41.374547,"FGC (L8) - ESPANYA-","Sants-Montjuïc","el Poble-sec"
"K001","Underground",2.169503,41.385707,"FGC (L6,L7) - CATALUNYA-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.161109,41.375204,"METRO (L3) - POBLE SEC (Av. del Paral.lel)-","Eixample","Sant Antoni"
"K001","Underground",2.191575,41.394936,"METRO (L4) - BOGATELL (C. de Pere IV)-","Sant Martí","el Parc i la Llacuna del Poblenou"
"K001","Underground",2.13621,41.382176,"METRO (L3) - PLAÇA DEL CENTRE (Pl. del Centre)-","Les Corts","les Corts"
"K002","Railway (FGC)",2.135114,41.397895,"FGC - BONANOVA-","Sarrià-Sant Gervasi","Sant Gervasi - Galvany"
"K001","Underground",2.111704,41.384208,"METRO (L3) - ZONA UNIVERSITÀRIA (Av. Diagonal)-","Les Corts","la Maternitat i Sant Ramon"
"K002","Railway (FGC)",2.043259,41.348145,"FGC - SANT BOI-","",""
"K011","Tram",2.134712,41.413531,"TRAMVIA BLAU - AV. TIBIDABO (Romà Macaya-Dr. Ribas Perdigó)-","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova"
"K011","Tram",2.232613,41.439305,"TRAMVIA (T5) - GORG-","",""
"K001","Underground",2.194384,41.449539,"METRO (L1) - TRINITAT VELLA-","Sant Andreu","la Trinitat Vella"
"K001","Underground",2.18753,41.411218,"METRO (L1) - CLOT-","Sant Martí","el Clot"
"K001","Underground",2.183584,41.430093,"METRO (L1) - FABRA I PUIG (Pg. de Fabra i Puig)-","Sant Andreu","Sant Andreu"
"K004","Airport train",2.18698,41.409541,"Tren AEROPORT - CLOT-","Sant Martí","el Clot"
"K001","Underground",2.19087,41.442305,"METRO (L1) - TORRAS I BAGES (C. de Palomar)-","Sant Andreu","Sant Andreu"
"K001","Underground",2.18834,41.402984,"METRO (L1) - GLÒRIES (C. d'Àlaba)-","Sant Martí","el Parc i la Llacuna del Poblenou"
"K001","Underground",2.149455,41.375546,"METRO (L1) - ESPANYA (C. de Tarragona)-","Eixample","la Nova Esquerra de l'Eixample"
"K011","Tram",2.131844,41.389343,"TRAMVIA (T1,T2,T3) - NUMÀNCIA-","Les Corts","les Corts"
"K011","Tram",2.129746,41.415469,"TRAMVIA BLAU - AV. TIBIDABO (Parc Municipal Font Racó)-","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova"
"K011","Tram",2.221206,41.418341,"TRAMVIA (T6) - LA MINA-","",""
"K001","Underground",2.227784,41.435516,"METRO (L2) - SANT ROC-","",""
"K001","Underground",2.145436,41.378064,"METRO (L3) - TARRAGONA (C. Sant Nicolau)-","Sants-Montjuïc","Hostafrancs"
"K008","Maritime station",2.178511,41.356658,"Terminal Marítima A *Creuers","Ciutat Vella","la Marina del Prat Vermell"
"K001","Underground",2.171578,41.462738,"METRO (L11) - CAN CUIÀS-","",""
"K001","Underground",2.142961,41.40344,"FGC (L7) - PADUA-","Sarrià-Sant Gervasi","el Putxet i el Farró"
"K001","Underground",2.159713,41.39611,"METRO (L3) - DIAGONAL (Pl. Joan Carles I)-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.175556,41.376673,"METRO (L3) - DRASSANES (C. de Montserrat)-","Ciutat Vella","el Raval"
"K001","Underground",2.124523,41.39935,"FGC (L6) - SARRIÀ-","Sarrià-Sant Gervasi","Sarrià"
"K001","Underground",2.23404,41.440639,"METRO (L2) - GORG-","",""
"K001","Underground",2.173484,41.437215,"METRO (L4) - LLUCMAJOR-","Nou Barris","la Guineueta"
"K001","Underground",2.142012,41.4251,"METRO (L3, L5) - VALL D'HEBRON (Pg. de la Vall d'Hebron)-","Horta-Guinardó","Montbau"
"K001","Underground",2.167015,41.385919,"FGC (L6,L7) - CATALUNYA (C. de Balmes)-","Eixample","la Dreta de l'Eixample"
"K002","Railway (FGC)",2.117531,41.35536,"FGC - GORNAL-","",""
"K002","Railway (FGC)",2.086746,41.353011,"FGC - ALMEDA-","",""
"K002","Railway (FGC)",2.152429,41.400039,"FGC - GRÀCIA (Pl. de Gal·la Placídia)-","Gràcia","la Vila de Gràcia"
"K001","Underground",2.162901,41.37916,"METRO (L2) - SANT ANTONI (C. Comte d'Urgell)-","Eixample","Sant Antoni"
"K002","Railway (FGC)",2.13168,41.360962,"FGC - ILDEFONS CERDÀ-","",""
"K001","Underground",2.103029,41.358779,"METRO (L1) - AVINGUDA CARRILET-","",""
"K003","RENFE",2.186507,41.423935,"RENFE - LA SAGRERA - MERIDIANA-","Sant Andreu","la Sagrera"
"K001","Underground",2.130678,41.384233,"METRO (L3) - LES CORTS (Travessera de les Corts)-","Les Corts","les Corts"
"K001","Underground",2.160473,41.395755,"METRO (L3) - DIAGONAL-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.117872,41.385906,"METRO (L3) - PALAU REIAL-","Les Corts","la Maternitat i Sant Ramon"
"K001","Underground",2.170344,41.386286,"METRO (L3) - CATALUNYA-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.21027,41.429935,"METRO (L2) - VERNEDA-","",""
"K001","Underground",2.15517,41.379461,"METRO (L1) - ROCAFORT (Gv. Corts Catalanes)-","Eixample","Sant Antoni"
"K001","Underground",2.161178,41.429762,"METRO (L5) - HORTA-","Horta-Guinardó","Horta"
"K001","Underground",2.149829,41.374513,"METRO (L3) - ESPANYA (Av. de la Reina Maria Cristina)-","Sants-Montjuïc","el Poble-sec"
"K001","Underground",2.192713,41.388147,"METRO (L4) - CIUTADELLA - VILA OLIMPICA-","Sant Martí","la Vila Olímpica del Poblenou"
"K001","Underground",2.169714,41.385946,"METRO (L3) - CATALUNYA (Pl. Catalunya)-","Eixample","la Dreta de l'Eixample"
